//编号	Name	ICON	掉落显示	蓝奇	卡西斯	菲莉尔	艾米	船标志	船体型号	类型	获得前缀几率	套装编号	精炼等级	安定值	唯一ID	交易	拾取	丢弃	可否删除	是否叠加	是否实例化	价格	体形	角色等级	职业	角色称号	角色名声	道具可装备位置	道具装备所替换位置	道具拾取进入位置判断	Str系数加成	Agi系数加成	Dex系数加成	Con系数加成	Sta系数加成	Luk系数加成	攻击频率系数加成	攻击距离系数加成	最小攻击力系数加成	最大攻击力系数加成	防御系数加成	Mxhp系数加成	Mxsp系数加成	flee系数加成	hit系数加成	crt系数加成	mf系数加成	hrec系数加成	srec系数加成	mspd系数加成	col系数加成	Str常数加成	Agi常数加成	Dex常数加成	Con常数加成	Sta常数加成	Luk常数加成	攻击频率常数加成	攻击距离常数加成	最小攻击力常数加成	最大攻击力常数加成	防御常数加成	Mxhp常数加成	Mxsp常数加成	flee常数加成	hit常数加成	crt常数加成	mf常数加成	hrec常数加成	srec常数加成	mspd常数加成	col常数加成	物理抵抗	道具左手发挥标识	道具能量	耐久	最大实例化洞数	船耐久恢复	可装炮数量	船员人数	人员标配	货舱容量	补给消耗	炮弹飞行速度	船移动速度	使用效果	挥舞特效	道具捆绑特效	道具捆绑特效dummy	道具显示特效(道具放在物品栏第一格的显示特效)	道具掉落模型特效	道具使用特效	描述（道具等级）	备注
6812	巫毒术士精灵	4djl05	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	0	神秘的第四代精灵	
6813	埃及法老精灵	4djl06	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	神秘的第四代精灵	
6814	神奇小子精灵	4djl07	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0	神秘的第四代精灵	
6815	怨怒恶魔精灵	4djl08	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	神秘的第四代精灵	
6816	樱花骑士精灵	4djl09	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	0	神秘的第四代精灵	
6817	天主之神精灵	4djl10	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	神秘的第四代精灵	
6818	阴阳之师精灵	4djl11	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	神秘的第四代精灵	
6819	绿茵巨人精灵	4djl12	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	神秘的第四代精灵	
6820	法拉精灵	4djl13	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	神秘的第四代精灵	
6821	魔狼精灵	4djl14	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	神秘的第四代精灵	
6822	女武神精灵	4djl15	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	神秘的第四代精灵	
6823	杀戮堕天使精灵	4djl16	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	神秘的第四代精灵	
6824	紫晶领主精灵	4djl17	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	636	0	0	神秘的第四代精灵	
6825	小恶魔精灵	4djl18	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	神秘的第四代精灵	
6826	冥府之主精灵	4djl19	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	神秘的第四代精灵	
6827	黑色咕咕精灵	4djl20	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	神秘的第四代精灵	
6828	白猫飞飞精灵	4djl21	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	640	0	0	神秘的第四代精灵	
6829	三只海豚精灵	4djl22	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	641	0	0	神秘的第四代精灵	
6830	黑化之猴精灵	4djl23	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	神秘的第四代精灵	
6831	粉红猪头龙精灵	4djl24	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0	0	神秘的第四代精灵	
6832	茶杯狗精灵	4djl25	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	644	0	0	神秘的第四代精灵	
6833	水晶狗精灵	4djl26	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	神秘的第四代精灵	
6834	披萨熊猫精灵	4djl27	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0	0	神秘的第四代精灵	
6835	茶杯熊猫精灵	4djl28	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	神秘的第四代精灵	
6836	毛球怪精灵	4djl29	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	神秘的第四代精灵	
6837	寒冰之凤精灵	4djl30	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	0	神秘的第四代精灵	
6838	恶龙宝宝精灵	4djl31	10130005	0	0	0	0	0	00	59	0	0	0	0	0	1	1	1	1	1	1	360	-1	0	-1	0	0	16	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,100	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	神秘的第四代精灵	
																																																																																														
6864	石中盐（精炼属性转移道具）	n0069	10130005	0	0	0	0	0	0	41	0	0	0	0	0	1	1	1	1	999	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	精练属性转移所需道具，根据装备等级和每个槽的精炼等级决定需求数量。	
6865	饰品加工许可证	q0042	10130005	0	0	0	0	0	0	31	0	0	0	0	1	1	1	1	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	拥有这个许可证可以找沙岚城中央泉水附近的NPC升级60级以上属性戒指	
6866	高级精炼护佑石	n1385	10130001	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	1	999	0	180	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_GJJLHYS	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	使用以后1分钟内精炼8级和9级成功率为100%	
6867	高级合成护佑石	n1386	10130001	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	1	999	0	180	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_GJHCHYS	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	使用以后1分钟内合成8级和9级宝石成功率为100%	
6868	占位	n1227	redstone01	0	0	0	0	0	0	80	0	0	0	0	0	1	1	1	1	999	1	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	20000,20000	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	用于属性重置的石头	
6869	占位	n1238	redstone01	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	20000,20000	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	用于属性返回的石头	
6870	王冠	n2165	10110001	0000921001	0001931001	0002742001	0003011301	0	0	20	0	0	0	0	1	0	1	0	1	1	1	123564	-1	75	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,2	2,2	2,2	2,2	2,2	0,0	0,0	0,0	0,0	0,0	15,15	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	7000,7000	20000,20000	3	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	北美需求	
6871	宝石王冠	n2166	10110001	0000922001	0001932001	0002741001	0003011401	0	0	20	0	0	0	0	1	0	1	0	1	1	1	123564	-1	75	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,3	3,3	3,3	3,3	3,3	0,0	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	7000,7000	20000,20000	3	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	北美需求	
6872	愚人升级果	x0015	10130005	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_100UP	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	100级以上才能使用，吃了绝不后悔~120级以上不可使用。	
6873	囧囧宝箱	n1257	10130023	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_FoolBox	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	不用鉴定卷轴开会后悔！而且会随时涨价哦!	
6874	光明鉴定卷轴	q0042	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	身上携带这个卷轴，开启囧囧宝箱就会开出+5属性宝石	
6875	黑暗鉴定卷轴	q0042	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	身上携带这个卷轴，开启囧囧宝箱就会开出黑龙宝石	
6876	万能鉴定卷轴	q0042	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	身上携带这个卷轴，开启囧囧宝箱就会开出+8属性宝石	
6889	征讨令	n0192	10130005	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	白银城城主亲自署名的征讨盗宝贼的令牌，可以在秘宝猎手处兑换盗宝贼击杀令。	
6895	复活节卡拉彩蛋	n0323	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_FHJKL	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	特殊节日的礼物，需要交给男生帮你打开哦，开启时需要复活节金锤	
6896	复活节维尔彩蛋	n0324	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_FHJWE	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	特殊节日的礼物，需要交给女生帮你打开哦，开启时需要复活节金锤	
6897	复活节金锤	n0842	10130005	0	0	0	0	0	0	41	0	0	0	0	0	1	1	1	1	1	1	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	开启复活节彩蛋的唯一工具，每次可以砸开一个彩蛋，成功砸开彩蛋后，锤子会磨损消失。	
6899	五一活动矿镐	n1379	10130005	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	1	1	0	2000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	100,100	0	0	0	0	0	0	0	0	0	ItemUse_Wyhdkg	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	非常珍贵的劳动矿镐，挖出勤劳宝箱的必备工具。	
6900	宝贝探测器	n1821	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_XunBao_BBTCQ	0	0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0	0,0	0,0	0,0	寻宝时获得的宝贝探测器，双击使用会开出“打开的宝贝探测器”	
